Draw Call #, GPU Time (ns), Frame Buffer Bottleneck, Frame Buffer Utilized, Geometry Unit Bottleneck, Geometry Unit Utilized, Input Assembly Bottleneck, Input Assembly Utilized, Primitive Count, Raster Operations Bottleneck, Raster Operations Utilized, Shader Bottleneck, Shader Utilized, Texture Bottleneck, Texture Utilized, Shaded Pixel Count, Vertex Instruction %, Geometry Instruction %, Pixel Instruction %
3139, 17259, 3.44%, 0.00%, 0.00%, 0.00%, 2.04%, 0.00%, 4, 0.00%, 0.00%, 0.00%, 14.30%, 0.00%, 0.00%, 120, 0.00%, 0.00%, 100.00%
3140, 9271, 4.14%, 0.00%, 3.71%, 3.68%, 4.93%, 1.25%, 20, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 224, -1.#J%, -1.#J%, -1.#J%
3141, 4738, 3.43%, 0.00%, 2.06%, 2.02%, 3.04%, 1.03%, 8, 0.00%, 0.00%, 1.10%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3142, 17169, 4.11%, 0.00%, 2.40%, 2.45%, 0.00%, 1.23%, 26, 0.00%, 0.00%, 0.00%, 55.91%, 0.00%, 0.00%, 136, 0.00%, 0.00%, 100.00%
3143, 24037, 7.60%, 4.11%, 67.11%, 64.78%, 46.34%, 26.00%, 1052, 1.03%, 1.15%, 68.26%, 60.43%, 1.07%, 1.24%, 2056, 62.67%, 0.00%, 37.33%
3144, 6202, 3.35%, 0.00%, 15.01%, 15.09%, 7.04%, 8.02%, 70, 0.00%, 0.00%, 1.07%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3145, 16356, 5.79%, 2.01%, 10.32%, 10.08%, 6.06%, 5.07%, 180, 1.04%, 2.00%, 1.10%, 45.32%, 1.11%, 1.07%, 3656, 19.44%, 0.00%, 80.56%
3146, 7434, 2.26%, 0.00%, 0.00%, 0.00%, 3.01%, 0.00%, 4, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 128, -1.#J%, -1.#J%, -1.#J%
3147, 7596, 3.36%, 1.00%, 3.00%, 3.03%, 1.00%, 1.00%, 30, 0.00%, 1.01%, 0.00%, 32.15%, 0.00%, 0.00%, 2336, -1.#J%, -1.#J%, -1.#J%
3148, 4841, 2.26%, 0.00%, 1.02%, 1.03%, 4.06%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3149, 15076, 3.39%, 1.01%, 9.05%, 9.06%, 5.07%, 4.03%, 136, 0.00%, 0.00%, 0.00%, 29.19%, 0.00%, 0.00%, 248, 16.76%, 0.00%, 83.24%
3150, 14218, 3.36%, 0.00%, 2.00%, 2.01%, 1.00%, 1.00%, 24, 0.00%, 0.00%, 0.00%, 41.84%, 0.00%, 0.00%, 48, 0.00%, 0.00%, 100.00%
3151, 23833, 8.06%, 2.01%, 10.18%, 10.15%, 6.00%, 5.05%, 243, 1.02%, 2.02%, 1.10%, 68.79%, 6.56%, 6.75%, 5952, 7.30%, 0.00%, 92.70%
3152, 10035, 5.10%, 0.00%, 3.07%, 1.08%, 2.74%, 0.00%, 10, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3153, 18666, 5.58%, 3.06%, 59.86%, 59.64%, 39.35%, 30.31%, 927, 1.00%, 0.00%, 76.21%, 84.88%, 0.00%, 0.00%, 352, 100.00%, 0.00%, 0.00%
3154, 4836, 3.34%, 0.00%, 8.02%, 9.23%, 7.00%, 4.01%, 37, 0.00%, 0.00%, 0.00%, 48.58%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3155, 4774, 3.39%, 0.00%, 9.00%, 9.16%, 3.12%, 4.06%, 32, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3156, 4452, 3.49%, 0.00%, 3.10%, 3.00%, 3.08%, 1.01%, 10, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3157, 4924, 3.50%, 0.00%, 10.50%, 10.34%, 6.23%, 5.25%, 47, 0.00%, 0.00%, 1.11%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3158, 18950, 6.69%, 5.02%, 46.06%, 46.24%, 29.00%, 23.16%, 655, 2.02%, 3.01%, 47.03%, 81.56%, 3.21%, 3.01%, 3632, 24.88%, 0.00%, 75.12%
3159, 14480, 4.56%, 2.02%, 13.17%, 13.09%, 8.00%, 6.04%, 191, 1.02%, 1.02%, 18.31%, 56.37%, 0.00%, 0.00%, 2360, 21.63%, 0.00%, 78.37%
3160, 7571, 3.34%, 1.00%, 3.01%, 3.05%, 2.01%, 1.01%, 19, 0.00%, 0.00%, 0.00%, 30.02%, 0.00%, 0.00%, 2880, -1.#J%, -1.#J%, -1.#J%
3161, 15119, 3.37%, 0.00%, 6.03%, 6.03%, 3.04%, 3.00%, 80, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3162, 7351, 2.25%, 0.00%, 0.00%, 0.00%, 2.01%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3163, 4838, 3.40%, 0.00%, 1.01%, 1.00%, 4.01%, 0.00%, 4, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3164, 14478, 3.39%, 0.00%, 9.08%, 9.05%, 5.03%, 5.06%, 136, 0.00%, 0.00%, 0.00%, 17.18%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3165, 4915, 3.36%, 0.00%, 6.01%, 6.00%, 3.04%, 3.07%, 24, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3166, 14116, 3.37%, 0.00%, 6.00%, 6.02%, 3.01%, 3.02%, 108, 0.00%, 0.00%, 0.00%, 46.07%, 0.00%, 0.00%, 32, 0.00%, 0.00%, 100.00%
3167, 14032, 3.39%, 0.00%, 5.06%, 5.06%, 3.04%, 2.01%, 116, 0.00%, 0.00%, 0.00%, 28.19%, 0.00%, 0.00%, 88, 36.38%, 0.00%, 63.62%
3168, 14580, 3.39%, 0.00%, 4.03%, 4.02%, 2.00%, 2.01%, 70, 0.00%, 0.00%, 0.00%, 17.23%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3169, 5313, 4.52%, 0.00%, 13.00%, 13.46%, 7.24%, 6.05%, 112, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3170, 16957, 3.41%, 0.00%, 0.00%, 0.00%, 1.01%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3171, 7449, 2.27%, 0.00%, 4.07%, 4.02%, 4.04%, 2.03%, 22, 0.00%, 0.00%, 1.09%, 0.00%, 0.00%, 0.00%, 48, -1.#J%, -1.#J%, -1.#J%
3172, 7503, 3.38%, 0.00%, 5.00%, 5.09%, 2.01%, 2.03%, 26, 0.00%, 0.00%, 0.00%, 33.42%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3173, 18838, 6.89%, 4.03%, 49.17%, 49.54%, 33.01%, 25.00%, 738, 1.01%, 1.00%, 49.45%, 73.78%, 1.08%, 1.08%, 872, 39.18%, 0.00%, 60.82%
3174, 26416, 9.07%, 4.07%, 14.20%, 16.45%, 6.06%, 8.14%, 446, 3.12%, 3.00%, 40.91%, 87.11%, 9.71%, 9.64%, 7792, 6.45%, 0.00%, 93.55%
3175, 11661, 3.57%, 0.00%, 10.72%, 11.52%, 8.06%, 5.00%, 98, 0.00%, 0.00%, 0.00%, 30.83%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3176, 10303, 3.33%, 0.00%, 2.02%, 2.03%, 1.09%, 1.08%, 18, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 64, -1.#J%, -1.#J%, -1.#J%
3177, 11663, 2.27%, 0.00%, 0.00%, 0.00%, 2.26%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3178, 17542, 3.96%, 0.00%, 4.87%, 4.87%, 2.43%, 2.10%, 70, 0.00%, 0.00%, 0.00%, 19.07%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3179, 5338, 3.41%, 0.00%, 13.19%, 13.19%, 7.16%, 6.12%, 112, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3180, 37341, 9.36%, 4.03%, 18.54%, 18.00%, 12.37%, 10.40%, 751, 2.10%, 3.10%, 35.86%, 77.59%, 8.69%, 8.85%, 8352, 6.91%, 0.00%, 93.09%
3181, 19573, 4.60%, 0.00%, 5.02%, 7.01%, 2.00%, 2.10%, 106, 0.00%, 0.00%, 0.00%, 29.98%, 0.00%, 0.00%, 128, 0.00%, 0.00%, 100.00%
3182, 17986, 4.22%, 1.14%, 3.33%, 4.46%, 1.00%, 1.04%, 48, 0.00%, 0.00%, 0.00%, 34.49%, 2.10%, 2.09%, 960, 11.54%, 0.00%, 88.46%
3183, 14245, 3.35%, 0.00%, 1.00%, 1.00%, 1.00%, 0.00%, 20, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3184, 16812, 4.51%, 2.00%, 30.36%, 30.07%, 18.13%, 15.11%, 392, 0.00%, 1.01%, 31.43%, 31.31%, 0.00%, 0.00%, 144, 100.00%, 0.00%, 0.00%
3185, 20797, 3.86%, 0.00%, 0.00%, 0.00%, 1.00%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3186, 14111, 3.37%, 0.00%, 4.01%, 4.00%, 2.01%, 2.01%, 70, 0.00%, 0.00%, 0.00%, 43.04%, 0.00%, 0.00%, 128, 0.00%, 0.00%, 100.00%
3187, 5343, 3.36%, 0.00%, 13.11%, 13.31%, 7.20%, 6.07%, 112, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3188, 4870, 3.48%, 0.00%, 6.14%, 6.00%, 6.29%, 3.17%, 22, 0.00%, 0.00%, 1.11%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3189, 4905, 3.44%, 0.00%, 7.14%, 7.03%, 3.00%, 4.07%, 26, 0.00%, 0.00%, 1.08%, 52.37%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3190, 16338, 5.69%, 3.00%, 57.20%, 58.00%, 36.87%, 29.57%, 738, 1.02%, 0.00%, 57.51%, 55.37%, 0.00%, 0.00%, 152, 100.00%, 0.00%, 0.00%
3191, 14911, 5.61%, 3.02%, 29.03%, 29.18%, 9.06%, 15.18%, 446, 2.00%, 2.00%, 23.59%, 21.49%, 0.00%, 0.00%, 1904, 100.00%, 0.00%, 0.00%
3192, 8070, 3.32%, 1.03%, 15.00%, 15.49%, 9.51%, 8.45%, 98, 0.00%, 0.00%, 0.00%, 33.02%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3193, 4900, 3.40%, 0.00%, 5.11%, 5.02%, 3.04%, 2.06%, 18, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3194, 4495, 2.29%, 0.00%, 1.02%, 1.01%, 4.00%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3195, 15343, 4.49%, 2.01%, 33.18%, 33.00%, 20.17%, 17.12%, 392, 1.01%, 0.00%, 32.08%, 57.05%, 0.00%, 0.00%, 24, 74.07%, 0.00%, 25.93%
3196, 18356, 3.40%, 0.00%, 0.00%, 0.00%, 1.01%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3197, 7723, 3.43%, 0.00%, 9.05%, 13.42%, 4.00%, 3.06%, 86, 0.00%, 0.00%, 1.60%, 72.41%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3198, 4807, 2.29%, 0.00%, 2.03%, 2.06%, 4.05%, 1.03%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3199, 15949, 4.50%, 3.02%, 26.49%, 26.34%, 8.12%, 13.20%, 403, 1.01%, 2.00%, 21.63%, 58.24%, 1.07%, 1.08%, 976, 36.57%, 0.00%, 63.43%
3200, 7792, 3.42%, 1.02%, 7.14%, 6.00%, 2.03%, 3.09%, 44, 1.01%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3201, 7691, 3.37%, 1.01%, 6.00%, 6.09%, 2.02%, 3.02%, 36, 0.00%, 0.00%, 0.00%, 32.41%, 0.00%, 0.00%, 304, -1.#J%, -1.#J%, -1.#J%
3202, 29668, 6.72%, 6.01%, 75.03%, 76.23%, 51.00%, 39.03%, 1799, 2.00%, 2.01%, 83.42%, 79.01%, 0.00%, 0.00%, 3272, 100.00%, 0.00%, 0.00%
3203, 4968, 3.39%, 0.00%, 1.01%, 1.03%, 7.00%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3204, 4846, 3.36%, 0.00%, 1.00%, 1.02%, 4.00%, 0.00%, 4, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3205, 14575, 3.42%, 0.00%, 7.16%, 7.16%, 4.10%, 4.00%, 84, 0.00%, 0.00%, 0.00%, 30.41%, 0.00%, 0.00%, 568, 20.07%, 0.00%, 79.93%
3206, 15021, 3.39%, 0.00%, 6.00%, 6.05%, 3.03%, 3.02%, 68, 0.00%, 0.00%, 0.00%, 16.20%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3207, 15696, 4.53%, 1.01%, 4.00%, 4.03%, 2.02%, 2.04%, 52, 0.00%, 0.00%, 0.00%, 29.03%, 1.07%, 1.07%, 488, 12.26%, 0.00%, 87.74%
3208, 14261, 3.38%, 0.00%, 1.01%, 1.00%, 1.01%, 0.00%, 18, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3209, 14346, 4.52%, 1.00%, 9.11%, 9.07%, 5.06%, 4.06%, 152, 0.00%, 0.00%, 0.00%, 47.70%, 0.00%, 0.00%, 160, 19.71%, 0.00%, 80.29%
3210, 17544, 3.38%, 1.01%, 1.00%, 1.00%, 1.00%, 0.00%, 40, 0.00%, 0.00%, 0.00%, 20.38%, 1.09%, 1.06%, 696, 0.00%, 0.00%, 100.00%
3211, 91478, 16.91%, 4.09%, 7.14%, 6.00%, 0.00%, 3.10%, 943, 2.11%, 3.01%, 91.20%, 94.78%, 20.17%, 20.83%, 41656, 1.57%, 0.00%, 98.43%
3212, 95756, 6.63%, 4.07%, 7.17%, 9.19%, 2.00%, 4.02%, 1468, 56.01%, 3.04%, 74.83%, 74.97%, 12.82%, 12.94%, 36840, 10.65%, 0.00%, 89.35%
3213, 44821, 12.86%, 4.00%, 15.20%, 18.54%, 4.17%, 9.08%, 1352, 5.06%, 3.03%, 84.09%, 93.01%, 11.56%, 11.88%, 15464, 5.11%, 0.00%, 94.89%
3214, 62071, 10.35%, 13.39%, 32.86%, 40.27%, 21.00%, 16.12%, 2015, 3.10%, 4.23%, 96.16%, 88.04%, 6.47%, 6.58%, 14888, 37.36%, 0.00%, 62.64%
3215, 37398, 8.06%, 17.78%, 46.57%, 46.18%, 26.70%, 23.00%, 1676, 5.12%, 3.06%, 90.81%, 82.07%, 1.10%, 1.09%, 6152, 77.62%, 0.00%, 22.38%
3216, 70024, 6.70%, 17.22%, 55.06%, 58.74%, 36.48%, 30.00%, 4132, 0.00%, 0.00%, 101.58%, 95.26%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3217, 52009, 6.75%, 18.03%, 59.23%, 59.04%, 35.07%, 30.00%, 3229, 1.00%, 0.00%, 102.57%, 94.27%, 0.00%, 0.00%, 832, 100.00%, 0.00%, 0.00%
3218, 10604, 3.42%, 1.01%, 4.03%, 4.06%, 3.03%, 2.02%, 40, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3219, 13117, 3.38%, 1.00%, 4.05%, 4.07%, 3.01%, 2.03%, 50, 0.00%, 0.00%, 0.00%, 35.99%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3220, 10413, 3.41%, 1.01%, 5.08%, 5.12%, 4.15%, 2.02%, 50, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3221, 10602, 3.39%, 2.02%, 8.09%, 8.13%, 5.00%, 4.06%, 85, 0.00%, 0.00%, 0.00%, 43.18%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3222, 23165, 5.47%, 11.23%, 34.00%, 34.61%, 21.56%, 18.43%, 783, 1.03%, 0.00%, 77.58%, 64.40%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3223, 20669, 4.65%, 8.00%, 28.16%, 28.81%, 8.15%, 14.01%, 574, 1.03%, 0.00%, 67.10%, 49.09%, 0.00%, 0.00%, 32, 100.00%, 0.00%, 0.00%
3224, 25766, 5.84%, 13.95%, 46.33%, 46.83%, 25.54%, 22.92%, 1066, 0.00%, 0.00%, 89.18%, 80.49%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3225, 25960, 5.63%, 14.14%, 46.70%, 46.54%, 25.25%, 23.00%, 1199, 0.00%, 0.00%, 89.46%, 79.86%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3226, 15287, 3.39%, 0.00%, 1.01%, 1.00%, 1.01%, 0.00%, 20, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3227, 4444, 3.36%, 0.00%, 3.01%, 3.10%, 3.00%, 1.02%, 12, 0.00%, 0.00%, 0.00%, 53.69%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3228, 4915, 3.46%, 2.04%, 17.00%, 17.75%, 6.30%, 8.21%, 58, 0.00%, 0.00%, 0.00%, 45.37%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3229, 19723, 5.23%, 1.17%, 4.01%, 4.71%, 1.18%, 2.33%, 64, 0.00%, 0.00%, 0.00%, 47.43%, 3.67%, 3.73%, 2064, 4.30%, 0.00%, 95.70%
3230, 12980, 3.34%, 1.00%, 5.03%, 5.13%, 2.02%, 2.01%, 83, 1.02%, 0.00%, 0.00%, 34.18%, 0.00%, 0.00%, 48, 100.00%, 0.00%, 0.00%
3231, 17955, 3.40%, 2.00%, 7.13%, 7.16%, 5.06%, 3.02%, 143, 0.00%, 0.00%, 0.00%, 24.76%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3232, 13550, 5.12%, 4.56%, 19.41%, 19.56%, 14.71%, 10.27%, 211, 0.00%, 0.00%, 1.22%, 48.75%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3233, 19021, 4.49%, 4.00%, 12.10%, 12.06%, 10.12%, 6.01%, 277, 0.00%, 1.00%, 46.55%, 52.43%, 3.20%, 3.27%, 1816, 32.21%, 0.00%, 67.79%
3234, 10086, 3.48%, 0.00%, 0.00%, 0.00%, 2.02%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3235, 15173, 3.36%, 0.00%, 0.00%, 0.00%, 1.00%, 0.00%, 6, 0.00%, 0.00%, 0.00%, 27.00%, 0.00%, 0.00%, 256, 0.00%, 0.00%, 100.00%
3236, 4312, 2.25%, 0.00%, 1.00%, 1.03%, 4.00%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 51.66%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3237, 4323, 3.38%, 0.00%, 1.01%, 1.03%, 4.00%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 52.05%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3238, 14591, 3.39%, 0.00%, 0.00%, 0.00%, 2.04%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 38.06%, 0.00%, 0.00%, 48, 0.00%, 0.00%, 100.00%
3239, 14700, 3.42%, 0.00%, 0.00%, 0.00%, 1.00%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3240, 4163, 3.35%, 1.01%, 5.00%, 5.17%, 3.09%, 2.03%, 24, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3241, 14986, 4.51%, 1.01%, 2.01%, 2.02%, 2.03%, 1.00%, 32, 0.00%, 1.00%, 0.00%, 48.16%, 5.33%, 5.36%, 1960, 7.32%, 0.00%, 92.68%
3242, 9645, 3.46%, 0.00%, 0.00%, 0.00%, 1.01%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3243, 64258, 6.83%, 17.26%, 59.23%, 59.09%, 37.40%, 30.82%, 3752, 1.00%, 1.02%, 95.88%, 93.51%, 0.00%, 0.00%, 648, 100.00%, 0.00%, 0.00%
3244, 14584, 4.47%, 7.13%, 23.00%, 23.15%, 6.12%, 12.07%, 374, 1.02%, 1.01%, 69.38%, 61.64%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3245, 232385, 7.83%, 23.90%, 67.00%, 68.35%, 41.79%, 35.70%, 15889, 4.09%, 3.06%, 108.83%, 103.81%, 0.00%, 0.00%, 27240, 90.99%, 0.00%, 9.01%
3246, 15339, 4.74%, 4.03%, 17.12%, 17.12%, 13.12%, 9.00%, 256, 1.01%, 0.00%, 60.05%, 34.33%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3247, 15830, 4.49%, 4.05%, 22.34%, 21.11%, 12.15%, 10.07%, 257, 1.01%, 0.00%, 21.33%, 54.85%, 1.06%, 1.08%, 480, 25.34%, 0.00%, 74.66%
3248, 10617, 3.43%, 1.01%, 5.05%, 5.03%, 3.04%, 2.02%, 58, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3249, 14151, 3.39%, 1.02%, 6.08%, 6.07%, 4.00%, 3.04%, 96, 0.00%, 0.00%, 0.00%, 16.17%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3250, 10109, 3.53%, 0.00%, 1.06%, 1.00%, 1.05%, 0.00%, 16, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3251, 435277, 9.04%, 22.30%, 69.37%, 67.57%, 42.28%, 35.40%, 29835, 3.00%, 2.00%, 108.13%, 105.91%, 1.07%, 1.08%, 29768, 81.60%, 0.00%, 18.40%
3252, 141883, 7.94%, 20.30%, 67.49%, 67.19%, 39.55%, 34.67%, 9581, 2.00%, 1.02%, 107.93%, 103.03%, 0.00%, 0.00%, 728, 99.27%, 0.00%, 0.73%
3253, 40181, 6.22%, 4.08%, 9.11%, 12.64%, 1.02%, 5.70%, 334, 62.88%, 2.00%, 58.92%, 93.27%, 9.76%, 10.60%, 9168, 4.19%, 0.00%, 95.81%
3254, 22050, 4.86%, 5.52%, 20.93%, 18.31%, 6.58%, 10.97%, 380, 1.07%, 0.00%, 79.08%, 61.36%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3255, 22712, 5.85%, 9.07%, 26.37%, 26.00%, 12.37%, 14.64%, 688, 2.04%, 2.00%, 67.09%, 70.35%, 3.21%, 3.27%, 1568, 42.50%, 0.00%, 57.50%
3256, 15066, 4.47%, 3.02%, 6.04%, 6.00%, 3.03%, 3.01%, 104, 1.01%, 1.00%, 1.08%, 43.72%, 4.28%, 4.31%, 1720, 7.99%, 0.00%, 92.01%
3257, 51398, 13.19%, 16.98%, 20.93%, 29.70%, 20.00%, 14.83%, 1493, 7.24%, 5.00%, 94.15%, 89.55%, 9.91%, 9.98%, 22120, 24.56%, 0.00%, 75.44%
3258, 10305, 3.56%, 0.00%, 2.12%, 2.08%, 3.16%, 1.04%, 32, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3259, 4495, 3.47%, 0.00%, 1.01%, 1.01%, 3.05%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3260, 19214, 5.79%, 10.30%, 30.98%, 30.09%, 14.11%, 15.78%, 384, 0.00%, 0.00%, 78.01%, 58.65%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3261, 112245, 7.83%, 20.92%, 61.00%, 65.42%, 36.37%, 33.70%, 6938, 0.00%, 1.00%, 107.36%, 103.12%, 2.13%, 2.19%, 11440, 77.95%, 0.00%, 22.05%
3262, 33508, 6.72%, 15.15%, 52.25%, 52.00%, 30.24%, 27.28%, 1807, 0.00%, 0.00%, 96.17%, 87.92%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3263, 11905, 4.51%, 4.00%, 17.17%, 17.39%, 13.22%, 9.10%, 256, 0.00%, 0.00%, 0.00%, 38.85%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3264, 4086, 2.28%, 1.02%, 3.05%, 3.08%, 7.00%, 1.02%, 16, 0.00%, 0.00%, 0.00%, 55.85%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3265, 21990, 4.66%, 2.04%, 8.34%, 8.23%, 4.01%, 4.00%, 153, 0.00%, 1.02%, 13.41%, 47.63%, 4.44%, 4.38%, 2992, 5.06%, 0.00%, 94.94%
3266, 20114, 5.70%, 13.37%, 50.54%, 49.53%, 19.13%, 24.00%, 600, 1.02%, 1.12%, 8.53%, 58.01%, 0.00%, 0.00%, 416, 100.00%, 0.00%, 0.00%
3267, 10892, 3.59%, 1.09%, 4.31%, 4.35%, 1.01%, 2.11%, 40, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3268, 10013, 2.35%, 0.00%, 2.08%, 2.00%, 1.02%, 1.04%, 28, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
3269, 14883, 3.42%, 7.42%, 17.67%, 18.65%, 7.42%, 7.17%, 250, 0.00%, 0.00%, 84.82%, 62.90%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
3270, 9214, 4.51%, 13.05%, 55.00%, 55.57%, 13.05%, 26.21%, 305, 0.00%, 0.00%, 61.27%, 54.62%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
